      Source     Station     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none  Avg_snow  Min_snow  Max_snow   SD_snow Avg_thkns Min_thkns Max_thkns  SD_thkns
    CanCoast         IC1  13010082   1968   44.0   33.0   54.0      2   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.09      0.08      0.10      0.01      3.08      3.02      3.11      0.04
    CanCoast         IC1  13010083   1968   75.0   61.0   89.0      3   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         5   -999.00   -999.00   -999.00   -999.00      0.12      0.08      0.13      0.02      3.15      3.11      3.20      0.03
    CanCoast         IC1  13010084   1968  106.5   96.0  117.0      4   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.10      0.10      0.10      0.00      3.29      3.24      3.34      0.04
    CanCoast         IC1  13010085   1968  138.0  124.0  152.0      5   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         5   -999.00   -999.00   -999.00   -999.00      0.12      0.10      0.15      0.02      3.41      3.37      3.45      0.03
    CanCoast         IC1  13010086   1972  262.8  252.0  274.0      9   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.15      0.05      0.25      0.09      1.45      1.42      1.52      0.05
    CanCoast         IC1  13010087   1972  290.5  280.0  301.0     10   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.16      0.10      0.23      0.06      1.51      1.49      1.52      0.01
    CanCoast         IC1  13010088   1972  318.5  308.0  329.0     11   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.13      0.10      0.15      0.02      1.53      1.50      1.55      0.02
    CanCoast         IC1  13010089   1972  350.0  336.0  364.0     12   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.10      0.08      0.15      0.03      1.72      1.60      1.83      0.09
    CanCoast         IC1  13010090   1973   15.5    5.0   26.0      1   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.27      0.18      0.38      0.10      1.87      1.80      1.91      0.05
    CanCoast         IC1  13010091   1973   43.5   33.0   54.0      2   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.34      0.28      0.46      0.09      2.12      1.99      2.22      0.10
    CanCoast         IC1  13010092   1973   75.0   61.0   89.0      3   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         5   -999.00   -999.00   -999.00   -999.00      0.39      0.30      0.41      0.05      2.21      2.01      2.39      0.14
    CanCoast         IC1  13010093   1973  106.5   96.0  117.0      4   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.38      0.30      0.51      0.09      2.32      2.26      2.40      0.07
    CanCoast         IC1  13010094   1973  134.5  124.0  145.0      5   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         4   -999.00   -999.00   -999.00   -999.00      0.32      0.28      0.36      0.03      2.41      2.34      2.50      0.07
    CanCoast         IC1  13010095   1973  156.0  152.0  160.0      6   78.78 -103.50   78.78   78.78 -103.50 -103.50   -999         2   -999.00   -999.00   -999.00   -999.00      0.25      0.25      0.25      0.00      2.61      2.54      2.67      0.09
    CanCoast         LT1  13020096   1959  318.0  318.0  318.0     11   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         1   -999.00   -999.00   -999.00   -999.00      0.15      0.15      0.15   -999.00      0.64      0.64      0.64   -999.00
    CanCoast         LT1  13020097   1959  349.7  335.0  365.0     12   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         3   -999.00   -999.00   -999.00   -999.00      0.05      0.03      0.08      0.04      0.82      0.74      0.91      0.09
    CanCoast         LT1  13020098   1960   23.0   16.0   30.0      1   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         2   -999.00   -999.00   -999.00   -999.00      0.16      0.15      0.18      0.02      1.27      1.19      1.35      0.11
    CanCoast         LT1  13020099   1960   54.5   49.0   60.0      2   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         2   -999.00   -999.00   -999.00   -999.00      0.20      0.20      0.20   -999.00      1.46      1.45      1.47      0.01
    CanCoast         LT1  13020100   1960   76.0   76.0   76.0      3   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         1   -999.00   -999.00   -999.00   -999.00      0.30      0.30      0.30   -999.00      1.65      1.65      1.65   -999.00
    CanCoast         LT1  13020101   1960   99.5   92.0  107.0      4   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         2   -999.00   -999.00   -999.00   -999.00      0.17      0.11      0.23      0.08      1.93      1.83      2.03      0.14
    CanCoast         LT1  13020102   1960  139.8  129.0  151.0      5   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         4   -999.00   -999.00   -999.00   -999.00      0.42      0.25      0.61      0.18      1.68      1.65      1.73      0.03
    CanCoast         LT1  13020103   1960  159.0  159.0  159.0      6   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         1   -999.00   -999.00   -999.00   -999.00      0.51      0.51      0.51   -999.00      1.52      1.52      1.52   -999.00
    CanCoast         LT1  13020104   1960  295.3  289.0  302.0     10   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         3   -999.00   -999.00   -999.00   -999.00      0.17      0.15      0.18      0.02      0.43      0.36      0.46      0.06
    CanCoast         LT1  13020105   1960  320.0  309.0  331.0     11   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         4   -999.00   -999.00   -999.00   -999.00      0.18      0.15      0.20      0.02      0.47      0.36      0.61      0.11
    CanCoast         LT1  13020106   1960  351.0  337.0  365.0     12   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         5   -999.00   -999.00   -999.00   -999.00      0.16      0.10      0.25      0.07      0.79      0.71      0.89      0.08
    CanCoast         LT1  13020107   1961   17.2    6.0   29.0      1   82.49  -62.58   82.49   82.49  -62.58  -62.58   -999         4   -999.00   -999.00   -999.00   -999.00      0.08      0.03      0.15      0.05      1.08      0.94      1.19      0.12
